STUDYID,DOMAIN,USUBJID,PUID,COHORT,SUBJID,LBSEQ,POOLID,LBGRPID,LBREFID,LBSPID,LBTESTCD,LBTEST,LBCAT,LBSCAT,LBORRES,LBORRESU,LBORNRLO,LBORNRHI,LBSTRESC,LBSTRESN,LBSTRESU,LBSTNRLO,LBSTNRHI,LBSTNRC,LBNRIND,LBSTAT,LBREASND,LBNAM,LBSPEC,LBANTREG,LBSPCCND,LBSPCUFL,LBLOC,LBLAT,LBDIR,LBPORTOT,LBMETHOD,LBBLFL,LBFAST,LBDRVFL,LBTOX,LBTOXGR,LBEXCLFL,LBREASEX,LBUSCHFL,VISITDY,LBDTC,LBENDTC,LBDY,LBENDY,LBNOMDY,LBNOMLBL,LBTPT,LBTPTNUM,LBELTM,LBTPTREF,LBRFTDTC
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0001,,,,,Axis B,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2012-02-16,2012-02-16,16,16,1,Week 1,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0002,,,,,Axis A,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-20,2012-02-20,20,20,1,Week 2,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0003,,,,,Axis B,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-20,2012-02-20,20,20,1,Week 2,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0004,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-23,2012-02-23,23,23,1,Week 2,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0005,,,,,Axis B,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-23,2012-02-23,23,23,1,Week 2,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0006,,,,,Axis A,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-27,2012-02-27,27,27,1,Week 3,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0007,,,,,Axis B,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-27,2012-02-27,27,27,1,Week 3,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0008,,,,,Axis A,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-01,2012-03-01,30,30,1,Week 3,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0009,,,,,Axis B,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-01,2012-03-01,30,30,1,Week 3,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.001,,,,,Axis A,Tumor Volume Measurement,,,11.0,mm,,,11.0,11.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-05,2012-03-05,34,34,1,Week 4,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0011,,,,,Axis B,Tumor Volume Measurement,,,10.5,mm,,,10.5,10.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-05,2012-03-05,34,34,1,Week 4,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0012,,,,,Axis A,Tumor Volume Measurement,,,13.0,mm,,,13.0,13.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-08,2012-03-08,37,37,1,Week 4,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0013,,,,,Axis B,Tumor Volume Measurement,,,11.5,mm,,,11.5,11.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-08,2012-03-08,37,37,1,Week 4,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0014,,,,,Axis A,Tumor Volume Measurement,,,12.5,mm,,,12.5,12.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-12,2012-03-12,41,41,1,Week 5,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0015,,,,,Axis B,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-12,2012-03-12,41,41,1,Week 5,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0016,,,,,Axis A,Tumor Volume Measurement,,,11.5,mm,,,11.5,11.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-15,2012-03-15,44,44,1,Week 5,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0017,,,,,Axis B,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-15,2012-03-15,44,44,1,Week 5,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0018,,,,,Axis A,Tumor Volume Measurement,,,11.5,mm,,,11.5,11.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-19,2012-03-19,48,48,1,Week 6,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0019,,,,,Axis B,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-19,2012-03-19,48,48,1,Week 6,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.002,,,,,Axis A,Tumor Volume Measurement,,,10.5,mm,,,10.5,10.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-22,2012-03-22,51,51,1,Week 6,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0021,,,,,Axis B,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-22,2012-03-22,51,51,1,Week 6,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0022,,,,,Axis A,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,55,55,1,Week 7,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0023,,,,,Axis B,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,55,55,1,Week 7,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0024,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-29,2012-03-29,58,58,1,Week 7,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0025,,,,,Axis B,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-29,2012-03-29,58,58,1,Week 7,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0026,,,,,Axis A,Tumor Volume Measurement,,,7.5,mm,,,7.5,7.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-02,2012-04-02,62,62,1,Week 8,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0027,,,,,Axis B,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-02,2012-04-02,62,62,1,Week 8,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0028,,,,,Axis A,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-05,2012-04-05,65,65,1,Week 8,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0029,,,,,Axis B,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-05,2012-04-05,65,65,1,Week 8,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.003,,,,,Axis A,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-09,2012-04-09,69,69,1,Week 9,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0031,,,,,Axis B,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-09,2012-04-09,69,69,1,Week 9,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0032,,,,,Axis A,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-12,2012-04-12,72,72,1,Week 9,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0033,,,,,Axis B,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-12,2012-04-12,72,72,1,Week 9,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0034,,,,,Axis A,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-16,2012-04-16,76,76,1,Week 10,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0035,,,,,Axis B,Tumor Volume Measurement,,,7.5,mm,,,7.5,7.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-16,2012-04-16,76,76,1,Week 10,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0036,,,,,Axis A,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-19,2012-04-19,79,79,1,Week 10,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0037,,,,,Axis B,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-19,2012-04-19,79,79,1,Week 10,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0038,,,,,Axis A,Tumor Volume Measurement,,,13.0,mm,,,13.0,13.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-23,2012-04-23,83,83,1,Week 11,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0039,,,,,Axis B,Tumor Volume Measurement,,,12.0,mm,,,12.0,12.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-23,2012-04-23,83,83,1,Week 11,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.004,,,,,Axis A,Tumor Volume Measurement,,,13.5,mm,,,13.5,13.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-26,2012-04-26,86,86,1,Week 11,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0041,,,,,Axis B,Tumor Volume Measurement,,,11.5,mm,,,11.5,11.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-26,2012-04-26,86,86,1,Week 11,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0042,,,,,Axis A,Tumor Volume Measurement,,,15.5,mm,,,15.5,15.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-30,2012-04-30,90,90,1,Week 12,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b058,N150,b,58,7.0043,,,,,Axis B,Tumor Volume Measurement,,,12.5,mm,,,12.5,12.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-30,2012-04-30,90,90,1,Week 12,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0,,,,,Axis A,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2012-02-16,2012-02-16,16,16,1,Week 1,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0001,,,,,Axis B,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2012-02-16,2012-02-16,16,16,1,Week 1,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0002,,,,,Axis A,Tumor Volume Measurement,,,11.5,mm,,,11.5,11.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-20,2012-02-20,20,20,1,Week 2,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0003,,,,,Axis B,Tumor Volume Measurement,,,10.5,mm,,,10.5,10.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-20,2012-02-20,20,20,1,Week 2,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0004,,,,,Axis A,Tumor Volume Measurement,,,13.5,mm,,,13.5,13.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-23,2012-02-23,23,23,1,Week 2,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0005,,,,,Axis B,Tumor Volume Measurement,,,11.5,mm,,,11.5,11.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-23,2012-02-23,23,23,1,Week 2,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0006,,,,,Axis A,Tumor Volume Measurement,,,13.0,mm,,,13.0,13.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-27,2012-02-27,27,27,1,Week 3,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0007,,,,,Axis B,Tumor Volume Measurement,,,11.5,mm,,,11.5,11.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-27,2012-02-27,27,27,1,Week 3,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0008,,,,,Axis A,Tumor Volume Measurement,,,12.0,mm,,,12.0,12.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-01,2012-03-01,30,30,1,Week 3,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0009,,,,,Axis B,Tumor Volume Measurement,,,10.5,mm,,,10.5,10.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-01,2012-03-01,30,30,1,Week 3,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.001,,,,,Axis A,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-05,2012-03-05,34,34,1,Week 4,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0011,,,,,Axis B,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-05,2012-03-05,34,34,1,Week 4,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0012,,,,,Axis A,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-08,2012-03-08,37,37,1,Week 4,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0013,,,,,Axis B,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-08,2012-03-08,37,37,1,Week 4,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0014,,,,,Axis A,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-12,2012-03-12,41,41,1,Week 5,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0015,,,,,Axis B,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-12,2012-03-12,41,41,1,Week 5,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0016,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-15,2012-03-15,44,44,1,Week 5,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0017,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-15,2012-03-15,44,44,1,Week 5,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0018,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-19,2012-03-19,48,48,1,Week 6,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0019,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-19,2012-03-19,48,48,1,Week 6,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.002,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-22,2012-03-22,51,51,1,Week 6,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0021,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-22,2012-03-22,51,51,1,Week 6,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0022,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,55,55,1,Week 7,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0023,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,55,55,1,Week 7,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0024,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-29,2012-03-29,58,58,1,Week 7,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0025,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-29,2012-03-29,58,58,1,Week 7,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0026,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-02,2012-04-02,62,62,1,Week 8,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0027,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-02,2012-04-02,62,62,1,Week 8,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0028,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-05,2012-04-05,65,65,1,Week 8,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0029,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-05,2012-04-05,65,65,1,Week 8,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.003,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-09,2012-04-09,69,69,1,Week 9,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0031,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-09,2012-04-09,69,69,1,Week 9,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0032,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-12,2012-04-12,72,72,1,Week 9,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0033,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-12,2012-04-12,72,72,1,Week 9,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0034,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-16,2012-04-16,76,76,1,Week 10,,,,,
Xeno Nimo Hypox;FaDu,LB,N150b069,N150,b,69,7.0035,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-16,2012-04-16,76,76,1,Week 10,,,,,
